result,table,_start,_stop,_time,_value,_field,_measurement,host,interface
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:32:55+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:33:00+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:33:05+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:33:10+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:33:15+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:33:20+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:33:25+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:33:30+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:33:35+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:33:40+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:33:45+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:33:50+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:33:55+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:34:00+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:34:05+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:34:10+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:34:15+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:34:20+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:34:25+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:34:30+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:34:35+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:34:40+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:34:45+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:34:50+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:34:55+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:35:00+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:35:05+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:35:10+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:35:15+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:35:20+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:35:25+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:35:30+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:35:35+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:35:40+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:35:45+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:35:50+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:35:55+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:36:00+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:36:05+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:36:10+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:36:15+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:36:20+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:36:25+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:36:30+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:36:35+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:36:40+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:36:45+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:36:50+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:36:55+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:37:00+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:37:05+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:37:10+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:37:15+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:37:20+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:37:25+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:37:30+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:37:35+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:37:40+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:37:45+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:37:50+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:37:55+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:38:00+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:38:05+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:38:10+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:38:15+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:38:20+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:38:25+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:38:30+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:38:35+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:38:40+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:38:45+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:38:50+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:38:55+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:39:00+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:39:05+00:00,0,frag,wireless,pi,wlan0
_result,2,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 03:39:10+00:00,0,frag,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:39:20+00:00,-32,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:39:25+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:39:30+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:39:35+00:00,-32,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:39:40+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:39:45+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:39:50+00:00,-32,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:39:55+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:40:00+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:40:05+00:00,-30,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:40:10+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:40:15+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:40:20+00:00,-30,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:40:25+00:00,-30,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:40:30+00:00,-30,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:40:35+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:40:40+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:40:45+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:40:50+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:40:55+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:41:00+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:41:05+00:00,-32,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:41:10+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:41:15+00:00,-30,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:41:20+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:41:25+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:41:30+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:41:35+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:41:40+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:41:45+00:00,-30,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:41:50+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:41:55+00:00,-30,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:42:00+00:00,-30,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:42:05+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:42:10+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:42:15+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:42:20+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:42:25+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:42:30+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:42:35+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:42:40+00:00,-32,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:42:45+00:00,-32,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:42:50+00:00,-32,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:42:55+00:00,-32,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:43:00+00:00,-32,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:43:05+00:00,-33,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:43:10+00:00,-33,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:43:15+00:00,-32,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:43:20+00:00,-33,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:43:25+00:00,-32,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:43:30+00:00,-32,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:43:35+00:00,-32,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:43:40+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:43:45+00:00,-32,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:43:50+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:43:55+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:44:00+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:44:05+00:00,-32,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:44:10+00:00,-32,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:44:15+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:44:20+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:44:25+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:44:30+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:44:35+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:44:40+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:44:45+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:44:50+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:44:55+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:45:00+00:00,-30,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:45:05+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:45:10+00:00,-30,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:45:15+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:45:20+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:45:25+00:00,-30,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:45:30+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:45:35+00:00,-32,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:45:40+00:00,-32,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:45:45+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:45:50+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:45:55+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:46:00+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:46:05+00:00,-30,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:46:10+00:00,-30,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:46:15+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:46:20+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:46:25+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:46:30+00:00,-30,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:46:35+00:00,-30,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:46:40+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:46:45+00:00,-30,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:46:50+00:00,-30,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:46:55+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:47:00+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:47:05+00:00,-30,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:47:10+00:00,-30,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:47:15+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:47:20+00:00,-30,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:47:25+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:47:30+00:00,-31,level,wireless,pi,wlan0
_result,3,2021-04-11 02:39:16.218864+00:00,2021-04-11 03:39:16.218864+00:00,2021-04-11 02:47:35+00:00,-31,level,wireless,pi,wlan0
